car_name,car_details_url,car_price,car_mileage,car_registration_model,car_emission_class,car_body_type,car_seating_capacity,car_engine_type,car_fuel_type,car_images
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202306038104361?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£24,990","10,000 miles (Above Average: 23,483 miles )",2019 (19 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/38f1aa97de2943baba3748957515827e.jpg, https://m.atcdn.co.uk/a/media/w768/f5fc397a5dd44b19b3a6651c374583fd.jpg, https://m.atcdn.co.uk/a/media/w768/7ae6bf0f0bbb4531adb004bc9986184d.jpg, https://m.atcdn.co.uk/a/media/w768/c66e50741e26455a9912409f55ab22f2.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310102842708?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£23,940","33,453 miles (Above Average: 6,699 miles )",2020 (69 reg),Euro 6,MPV,7,2.0L,Diesel,https://m.atcdn.co.uk/a/media/w768/3194df1d8b034a4ba78014ee01bd48e9.jpg
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309282454892?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£13,995","69,000 miles (Above Average: 16,002 miles )",2012 (12 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/db921d1fd04346c69846c92147ec7620.jpg, https://m.atcdn.co.uk/a/media/w768/6482829f3da2446eb9cd5cfeb9f45b65.jpg, https://m.atcdn.co.uk/a/media/w768/f246d440223c40729dc342e2c568d8ef.jpg, https://m.atcdn.co.uk/a/media/w768/8522b7a1de104437a619e48da2c14f8b.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309041521710?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£16,999","70,000 miles (Above Average: 12,435 miles )",2015 (65 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/6bb9a04f72b84e6b9aef5aa3d7426a7d.jpg, https://m.atcdn.co.uk/a/media/w768/503d001b078046b0830c4ed51ccc4ee6.jpg, https://m.atcdn.co.uk/a/media/w768/1ea7ad5f8dcf4343a5c3f827e904f139.jpg, https://m.atcdn.co.uk/a/media/w768/aab00512cc17459d8f70a4b4999e9862.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202211141679592?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£21,490","22,423 miles (Above Average: 19,114 miles )",2018 (67 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/676cfb71554a40b4a757bf9df46a581c.jpg, https://m.atcdn.co.uk/a/media/w768/7dbf2da11c824ca39e9951587387e797.jpg, https://m.atcdn.co.uk/a/media/w768/6fbe94daeee041d490bb2c7420a55079.jpg, https://m.atcdn.co.uk/a/media/w768/ce3bc832202942208173dbe385d49f3e.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309162052033?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£7,988","184,000 miles (Above Average: 114,464 miles )",2014 (14 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f5c7b670e07a43f2a2321e69570af351.jpg, https://m.atcdn.co.uk/a/media/w768/473f9bb917004a159a7e18a6498098cc.jpg, https://m.atcdn.co.uk/a/media/w768/dd7420c36959404e9d840567d86c7057.jpg, https://m.atcdn.co.uk/a/media/w768/a56e8430245340bca4aeae59ff83c734.jpg"
Peugeot Rifter,https://www.autotrader.co.uk/car-details/202310062743117?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=4&postcode=SW1W%200NY&fromsra,"£17,890","23,202 miles (Above Average: 3,407 miles )",2020 (70 reg),Euro 6,MPV,5,1.5L,Diesel,"https://m.atcdn.co.uk/a/media/w768/0edd450613614fb5b818230c1515c72d.jpg, https://m.atcdn.co.uk/a/media/w768/e95c11daaaf54986ab2114dbe087bfdf.jpg, https://m.atcdn.co.uk/a/media/w768/f7a58a16b6f546be88dd0d4f74126e2d.jpg, https://m.atcdn.co.uk/a/media/w768/2a3c4a2b673149f8ac2df2d602da314e.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309051561742?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£24,391","21,867 miles (Above Average: 9,808 miles )",2019 (19 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/188252d4b4d14416b1a1afc1c585a5aa.jpg, https://m.atcdn.co.uk/a/media/w768/65757c05ce00457ba566bd88979f8d57.jpg, https://m.atcdn.co.uk/a/media/w768/03dd061e03e1488885fc6aedf1e9ef06.jpg, https://m.atcdn.co.uk/a/media/w768/ea500b7c47524156b6c78151bd85e5cb.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310213213123?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£14,995","115,902 miles (Above Average: 67,857 miles )",2017 (17 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/4f0a8dc5cf8d4352b7da3252982be306.jpg, https://m.atcdn.co.uk/a/media/w768/15c488164e5744bebd545964d02f48c0.jpg, https://m.atcdn.co.uk/a/media/w768/7adf34f90dce4b5e85210dcc1adc2623.jpg, https://m.atcdn.co.uk/a/media/w768/d0696187faa9459c9de01d0d0facf545.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202310022564989?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£13,980","32,463 miles (Above Average: 25,685 miles )",2015 (65 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/7595f7e95d734a23bf137368c6082352.jpg, https://m.atcdn.co.uk/a/media/w768/c23f854981144cbeadfbf8378c1dc2a9.jpg, https://m.atcdn.co.uk/a/media/w768/961dabf497c640ce82d5d59aca772e1d.jpg, https://m.atcdn.co.uk/a/media/w768/a8095d74265f45acb8e90b25484bb113.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202308211024395?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£12,480","59,549 miles (Above Average: 5,990 miles )",2014 (64 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/662a5eff0c0d40999f17dec34a119548.jpg, https://m.atcdn.co.uk/a/media/w768/d4a156bc76644378ab2b65d03dc94b11.jpg, https://m.atcdn.co.uk/a/media/w768/f013c6b8bb9a46ad80ec9cd60089b0cd.jpg, https://m.atcdn.co.uk/a/media/w768/9656e5bb14b44a1c806a8fd45d9852e7.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310102839966?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£15,495","74,000 miles (Above Average: 35,034 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202307270134816?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£25,995","38,000 miles (Above Average: 8,233 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/941768450c6547b0963ada9d1d4888d2.jpg, https://m.atcdn.co.uk/a/media/w768/cf4fcea08ba3452d916c89f13710db36.jpg, https://m.atcdn.co.uk/a/media/w768/814a2d65eb1e4c809cc949311ac8db5c.jpg, https://m.atcdn.co.uk/a/media/w768/48995e3c0a2d4fbf9073e9f306736096.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308301353016?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£19,945","57,061 miles (Above Average: 6,907 miles )",2016 (66 reg),Euro 6,MPV,3,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/23cb69128c1840cfb2bffc6a51ff618c.jpg, https://m.atcdn.co.uk/a/media/w768/4d7b771899eb4398ae5ca84c481e1ae4.jpg, https://m.atcdn.co.uk/a/media/w768/59ca68ea15104ba98121a0131a8c8fef.jpg, https://m.atcdn.co.uk/a/media/w768/82f906e5901742279368d1f56210ea7e.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202307149654997?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£21,990","33,267 miles (Above Average: 6,161 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/93cd33ab7a7b4a65be1fcc60c28256eb.jpg, https://m.atcdn.co.uk/a/media/w768/e0f47fd85d5f4061b24aac7997b10cda.jpg, https://m.atcdn.co.uk/a/media/w768/81d01116051146769fa5ee926fa5e1de.jpg, https://m.atcdn.co.uk/a/media/w768/67491e16ca8f499387c73d49c05a20d9.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310213203599?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£12,990","81,742 miles (Above Average: 25,141 miles )",2016 (65 reg),Euro 6,MPV,7,2.0L,Diesel,
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310213210698?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£22,490","36,651 miles (Above Average: 3,389 miles )",2019 (19 reg),Euro 6,MPV,7,2.0L,Diesel,
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309162052033?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=5&postcode=SW1W%200NY&fromsra,"£7,988","184,000 miles (Above Average: 114,464 miles )",2014 (14 reg),Euro 5,MPV,7,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/f5c7b670e07a43f2a2321e69570af351.jpg, https://m.atcdn.co.uk/a/media/w768/473f9bb917004a159a7e18a6498098cc.jpg, https://m.atcdn.co.uk/a/media/w768/dd7420c36959404e9d840567d86c7057.jpg, https://m.atcdn.co.uk/a/media/w768/a56e8430245340bca4aeae59ff83c734.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310022574180?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£19,945","41,834 miles (Above Average: 11,935 miles )",2016 (16 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/b3b07af51a714f02b4f300c4ccc9dcb5.jpg, https://m.atcdn.co.uk/a/media/w768/52f782bb14a442a4af870fe8da2bbb64.jpg, https://m.atcdn.co.uk/a/media/w768/fe2bb346f6b14c249b43b1fc956a05ce.jpg, https://m.atcdn.co.uk/a/media/w768/01b2998f207e4320af0183243fcfa78f.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308140775174?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£19,945","42,037 miles (Above Average: 4,401 miles )",2017 (17 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/553ff7b8eaf5479cae9584c45e769ec4.jpg, https://m.atcdn.co.uk/a/media/w768/21b7d588bace4dccb5d2d75d518894f1.jpg, https://m.atcdn.co.uk/a/media/w768/ec5dbe6e448e4dbaa38b3af2a8170916.jpg, https://m.atcdn.co.uk/a/media/w768/3011d0f874ea46c3b704a6b4f4dd979b.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309292497735?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£20,999","26,815 miles (Above Average: 16,710 miles )",2017 (67 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/266de2a48b1147aebefce7e6cea08c64.jpg, https://m.atcdn.co.uk/a/media/w768/27bfb01a1c34472d87d2a0351a74699b.jpg, https://m.atcdn.co.uk/a/media/w768/4130af9877844f82b1b35c99ef40be0a.jpg, https://m.atcdn.co.uk/a/media/w768/045ccb5096bc48e3a225b4adaeb26aa8.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308090596912?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£17,495","39,433 miles (Above Average: 9,676 miles )",2017 (66 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/8da267288c7545aba4a69e8b5bab6a81.jpg, https://m.atcdn.co.uk/a/media/w768/bc7d3659d72142e780abe6945cf133e4.jpg, https://m.atcdn.co.uk/a/media/w768/afa632e61ab44e63b20923a4e2efd233.jpg, https://m.atcdn.co.uk/a/media/w768/03bab72fc67941b49e1fbd3a9d6175fd.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309282451682?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£23,895","23,000 miles (Above Average: 7,048 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/278b0f582abb45978614520802cc2a4f.jpg, https://m.atcdn.co.uk/a/media/w768/b674f7c480384a8fb88501d2ed06576d.jpg, https://m.atcdn.co.uk/a/media/w768/e42fcd13781447c580fb460d845bf530.jpg, https://m.atcdn.co.uk/a/media/w768/09b934af8c814556a21c066d7bcb13e5.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310052699685?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£23,695","15,000 miles (Above Average: 25,292 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/5410e94f4ee94908aaa365d7d28aa239.jpg, https://m.atcdn.co.uk/a/media/w768/3848d72764554153a7297ec46dce7952.jpg, https://m.atcdn.co.uk/a/media/w768/d0316ba7537f4ff8a6244e45b89f205c.jpg, https://m.atcdn.co.uk/a/media/w768/1f4f6f787d504004b2cfff9a8decf1ad.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202306238863299?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£26,945","13,522 miles (Above Average: 23,938 miles )",2018 (68 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/fe8814e00f6446a490ea09dc6d17ee2e.jpg, https://m.atcdn.co.uk/a/media/w768/0619b1e265be4c93afe108975ccb233a.jpg, https://m.atcdn.co.uk/a/media/w768/74f76f9e4ba94fa7a41c940af1e9511e.jpg, https://m.atcdn.co.uk/a/media/w768/dff75e4fa51a4c66ba3f148058bcf926.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309292489298?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£16,945","69,874 miles (Above Average: 15,523 miles )",2016 (16 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/7e5cf58006a84cdf86dfab95b5abdb3a.jpg, https://m.atcdn.co.uk/a/media/w768/1528c16fde6243daa3eb2003efbb9a41.jpg, https://m.atcdn.co.uk/a/media/w768/847632fb97b24c8db26c0602463ec41c.jpg, https://m.atcdn.co.uk/a/media/w768/c2d9d42ab5e24b28a228b09c352cdb56.jpg"
Volkswagen Caddy Maxi,https://www.autotrader.co.uk/car-details/202309152015755?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£21,980","29,296 miles (Above Average: 1,357 miles )",2019 (69 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/1dbec5554ed34568a14f47152feba813.jpg, https://m.atcdn.co.uk/a/media/w768/1984186127d243bfaf68fba3514bc206.jpg, https://m.atcdn.co.uk/a/media/w768/f013c6b8bb9a46ad80ec9cd60089b0cd.jpg, https://m.atcdn.co.uk/a/media/w768/45794df076bf4410a76f1c690cd981de.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202302204462193?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£12,999","73,100 miles (Above Average: 8,264 miles )",2014 (64 reg),Euro 5,MPV,5,1.6L,Diesel,"https://m.atcdn.co.uk/a/media/w768/10f54c19935c4574abd1079c6d8e081b.jpg, https://m.atcdn.co.uk/a/media/w768/c5d28bbef7b54e148e70cc7a0654c55b.jpg, https://m.atcdn.co.uk/a/media/w768/ab42a00f8b7a406a8ba8db1d0baf0913.jpg, https://m.atcdn.co.uk/a/media/w768/44ddb3ff7b414bce857b5b45f2bc3a9c.jpg"
Vauxhall Combo Life,https://www.autotrader.co.uk/car-details/202310183111801?journey=YOU_MAY_ALSO_LIKE_JOURNEY&sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=6&postcode=SW1W%200NY&fromsra,"£16,595","15,244 miles (Above Average: 4,607 miles )",2020 (20 reg),Euro 6,MPV,5,1.2L,Petrol,"https://m.atcdn.co.uk/a/media/w768/e635de348a5a4ba3b2513a3d28c11099.jpg, https://m.atcdn.co.uk/a/media/w768/afdb2ccf670746b2b5584c7ea9f209d8.jpg, https://m.atcdn.co.uk/a/media/w768/bd47f01836424f9f897a148145a5a127.jpg, https://m.atcdn.co.uk/a/media/w768/324b7b9b34e74294a76ab0a51a9096b7.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308271252005?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£19,945","59,112 miles (Above Average: 4,540 miles )",2016 (16 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/019c3768dde54140a92a955c6dc06d84.jpg, https://m.atcdn.co.uk/a/media/w768/dd61978d3eaa4ca8a48acfc4c56a7661.jpg, https://m.atcdn.co.uk/a/media/w768/27b02415a39740d8a8a571a387de2652.jpg, https://m.atcdn.co.uk/a/media/w768/80273fa279bb4afd997ffdc77372f768.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202307209878840?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£18,440","48,971 miles (Above Average: 1,464 miles )",2016 (66 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/7dadf94ebaea4705bd85e1eba6768298.jpg, https://m.atcdn.co.uk/a/media/w768/378c65e6953d4ead8838ac1e06c9f143.jpg, https://m.atcdn.co.uk/a/media/w768/c4ca01c074314826a2802892e7863f57.jpg, https://m.atcdn.co.uk/a/media/w768/c8c19b949cc7470ab6fc262f722993ef.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308271250657?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£22,945","31,123 miles (Above Average: 12,704 miles )",2017 (67 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/d0b62112eda8499da585afca832df2b6.jpg, https://m.atcdn.co.uk/a/media/w768/43bdb67770424eb9a325f7ca4d3cbea6.jpg, https://m.atcdn.co.uk/a/media/w768/11f4c721053c45e5b2c8d9836181a248.jpg, https://m.atcdn.co.uk/a/media/w768/7e56a918f1b94285bf163c983bb6c6b4.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202307219933171?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£23,490","17,000 miles (Above Average: 21,584 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/739dc4b10a0341cfbeb751107c88a90a.jpg, https://m.atcdn.co.uk/a/media/w768/d51a9c9926ef45bf81c65b048cd39cd8.jpg, https://m.atcdn.co.uk/a/media/w768/127abf0f8ae04f4d90bbeff0a4c3f527.jpg, https://m.atcdn.co.uk/a/media/w768/09602a36c7a64b489b026388f18b1773.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309121881552?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£19,969","15,237 miles (Above Average: 29,915 miles )",2017 (17 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/b52688151b22402bad5ac7b21e3f19f0.jpg, https://m.atcdn.co.uk/a/media/w768/24adaf5af78746848252be526a9cc617.jpg, https://m.atcdn.co.uk/a/media/w768/1bead63430e1475597eec3e03df006d7.jpg, https://m.atcdn.co.uk/a/media/w768/36c97c6751ad472eb26987ee84fe714b.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202310022574483?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£22,945","19,451 miles (Above Average: 28,995 miles )",2017 (17 reg),Euro 6,MPV,5,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/0183209232e14daaabc44c9474f88753.jpg, https://m.atcdn.co.uk/a/media/w768/d03f4f568bd14471b553744b12da5469.jpg, https://m.atcdn.co.uk/a/media/w768/f110fcfb70924a2d8c1bd67e99fb4d2d.jpg, https://m.atcdn.co.uk/a/media/w768/cd06dc92aec94012ba4207f0dc6c1c2d.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202308140763864?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£22,995","55,000 miles (Above Average: 15,190 miles )",2018 (18 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/3569ee2ff3c841dfb9a160a865dbd01d.jpg, https://m.atcdn.co.uk/a/media/w768/3729a03a5f8c4d4391f2c1ff61307922.jpg, https://m.atcdn.co.uk/a/media/w768/f48449b3f6394a819da9e3b0ed99df75.jpg, https://m.atcdn.co.uk/a/media/w768/f8e7fd60bc9746d484a3685326138934.jpg"
Volkswagen Caddy Maxi Life,https://www.autotrader.co.uk/car-details/202309152003542?sort=relevance&advertising-location=at_cars&include-delivery-option=on&make=Volkswagen&model=Caddy%20Maxi%20Life&page=7&postcode=SW1W%200NY&fromsra,"£21,945","32,168 miles (Above Average: 17,483 miles )",2017 (66 reg),Euro 6,MPV,7,2.0L,Diesel,"https://m.atcdn.co.uk/a/media/w768/360ba2160d744989a7ba3e96073bcde3.jpg, https://m.atcdn.co.uk/a/media/w768/7a3771ae0e794b848d3381f460f16511.jpg, https://m.atcdn.co.uk/a/media/w768/f6d7559345a2499b83c7b80dbb7dccc3.jpg, https://m.atcdn.co.uk/a/media/w768/da958d804e77478ba509204c49e4c423.jpg"
